sample_id,prediction
1/1,0.6220773957885328
1/2,0.19860870552961118
1/6,0.2753571279029464
1/7,0.9335150893064763
1/8,0.6775118378847942
2/2,0.42717379114091325
2/3,0.46413578271092015
2/4,0.7274932993351917
2/5,0.9881036253202937
2/9,0.7458687541569637
3/1,0.5769716423041564
3/2,0.8143297404425203
3/6,0.36707550672124645
3/7,0.05335952444640679
3/8,0.08576257193533354
4/3,0.8998787785684154
4/4,0.8880390908620751
4/5,0.6512849050946965
4/6,0.04318090587232315
4/8,0.1999680409407817
5/1,0.10540524896559955
5/3,0.5731928814265825
5/6,0.5723600385927952
5/8,0.13655456378821773
5/9,0.6426209574636462
6/1,0.14710052044320743
6/4,0.8874557519097022
6/5,0.24729837851537684
6/7,0.5349352726194767
6/8,0.6032091601562727
7/0,0.8724194048205343
7/1,0.6896909164291573
7/3,0.08776710307617508
7/7,0.4749824708216739
7/9,0.5235180270259688
8/3,0.35537651856999
8/4,0.5280186530127838
8/5,0.685953037475942
8/6,0.16910645971679805
8/9,0.9326465685912795
9/2,0.6391994871430892
9/3,0.8806462582459585
9/6,0.9788777926723464
9/8,0.4983352557750965
9/9,0.2982455961357713
10/1,0.2750926609099399
10/2,0.051583993505946335
10/6,0.3109045462895902
10/7,0.8106102082253513
10/9,0.3857934958812148
11/1,0.45524787449160287
11/4,0.6546907987988104
11/5,0.4220343538503466
11/7,0.41771701336662226
11/8,0.44929018319889513
12/1,0.7935865173714066
12/3,0.6079215023709692
12/4,0.1776379062580652
12/7,0.1866257687675379
12/9,0.017561497093675382
13/3,0.7760431340715755
13/5,0.5444957733030535
13/7,0.10327541332747037
13/8,0.5111463846466656
13/9,0.5838964464006071
14/2,0.9674049703315072
14/4,0.12863529057957201
14/5,0.446540924920962
14/6,0.7720157302029897
14/8,0.24768176447876222
15/1,0.6329634269507886
15/5,0.01376096446391828
15/6,0.9621929322534176
15/7,0.9666004704407309
15/8,0.9014410732293043
16/1,0.41161640652909204
16/2,0.9999508762869391
16/3,0.09879808975983151
16/8,0.7893512526315664
16/9,0.5163922743818772
17/4,0.5418871009284221
17/5,0.5212034785560443
17/6,0.8201423776154999
17/7,0.19683835242724645
17/8,0.32873355958822326
18/0,0.7209812237111064
18/1,0.5970480418062629
18/3,0.5821676553591747
18/6,0.3460723240417467
18/9,0.41390234880562116
19/0,0.3923643423325581
19/1,0.9326487671507725
19/2,0.32532757974329185
19/3,0.8077636782525985
19/4,0.390365342499824
19/6,0.36010809132836086
19/7,0.2513784702943268
19/8,0.18261884175108167
19/9,0.36861259749347275
20/0,0.4560402092039243
20/2,0.5028645271165636
20/5,0.0516570197967432
20/6,0.9527153782995291
20/8,0.21468018898380026
21/1,0.8350208194925834
21/3,0.4509515082443595
21/5,0.830513702461256
21/6,0.5487572340653121
21/8,0.8062702718904268
22/1,0.3319682386162698
22/2,0.05687089196954764
22/4,0.46139268990418325
22/8,0.844996111159074
22/9,0.8733050616388462
23/0,0.890484528088835
23/1,0.10938882454894316
23/5,0.3247168864164527
23/6,0.41606843840077323
23/8,0.4735099283330344
24/0,0.20591573367353988
24/4,0.28426859311933184
24/5,0.621026512588535
24/7,0.6590697300638042
24/9,0.6868849444276017
25/0,0.8099433069973541
25/1,0.2914048740434505
25/3,0.1935371910460092
25/6,0.5676892257168976
25/9,0.6295461093329068
26/0,0.0101127261123658
26/1,0.43981493464488963
26/7,0.8261537067654853
26/8,0.34667889818493813
26/9,0.5953344807963714
27/0,0.875125805503862
27/2,0.12648982861325608
27/6,0.3791237416551516
27/7,0.9654591956627766
27/9,0.8697119060297764
28/0,0.4134559223574902
28/3,0.7632254437365722
28/4,0.9556719328336298
28/7,0.2616635515699043
28/9,0.810659370338432
29/0,0.7234636450835537
29/1,0.6755052870428577
29/2,0.6327997701502263
29/5,0.0840901230016875
29/9,0.6625780777724745
30/1,0.19463838781637943
30/2,0.6077048181594333
30/3,0.16243061100408385
30/4,0.840072695721083
30/8,0.6128678942401251
31/0,0.5275243383817795
31/1,0.11084019228015607
31/2,0.9029763469485121
31/3,0.5552413772588436
31/4,0.044306105222515546
31/5,0.14325572333595216
31/6,0.22954622254145596
31/8,0.9932473994776196
31/9,0.4800102733283377
32/0,0.6777715873323918
32/5,0.17967847063344644
32/6,0.4871871483478294
32/8,0.8219006663354235
32/9,0.5597424734359704
33/2,0.7765638722153
33/5,0.6446124591533151
33/6,0.267837182774591
33/8,0.2746292270185309
33/9,0.870118950711866
34/0,0.16873642146033208
34/2,0.6888020781354683
34/3,0.7442558662575856
34/4,0.286440951623923
34/5,0.5340880559435895
35/4,0.023204748333909286
35/5,0.9813855955319113
35/7,0.9012043926044738
35/8,0.31079947251721785
35/9,0.6705601993906489
36/2,0.7739339066922599
36/3,0.8830993196092887
36/4,0.852846637600835
36/5,0.7008233637710588
36/9,0.00772390221935404
37/1,0.07992098569482864
37/2,0.6626469483310078
37/5,0.2295236448188871
37/7,0.157281136462616
37/8,0.531707783357237
38/1,0.14833634392290684
38/4,0.3182693183127796
38/5,0.5165579893398045
38/6,0.945954188066272
38/7,0.867550352880593
39/0,0.8238929220060317
39/2,0.2583414381627609
39/4,0.36230837404249494
39/6,0.84309223900835
39/9,0.6627868550066689
40/0,0.743426117918954
40/1,0.8998201973076412
40/3,0.21711778511309987
40/6,0.7186244743903454
40/7,0.7126120121534222
41/1,0.7744754283999622
41/2,0.6970353837050897
41/5,0.15912227051704408
41/7,0.4876659514169891
41/8,0.28943782205017554
42/1,0.2893858591415337
42/3,0.9263626859758818
42/4,0.8275326745630509
42/5,0.41908248018291594
42/9,0.6946225220898896
43/0,0.6183911537108755
43/1,0.5647126536504998
43/3,0.8183267122634206
43/4,0.14028576811761617
43/5,0.41801902818593994
44/0,0.8028544813687328
44/3,0.22683904296001667
44/4,0.9930086769905274
44/5,0.8062559874347511
44/7,0.8903796196891705
45/0,0.34556569467834064
45/1,0.8963134241798292
45/5,0.8836197861232543
45/6,0.8173326221078535
45/7,0.4961375985915386
46/0,0.4716275683277513
46/2,0.9207311282993426
46/5,0.014863041431457225
46/6,0.6206249328326567
46/8,0.9032481421890225
47/0,0.8811156101100334
47/1,0.956606104456263
47/7,0.6448397860675199
47/8,0.45624181437370703
47/9,0.4757911946803849
48/0,0.6509433396466986
48/3,0.3528938189487205
48/4,0.5664413325638318
48/5,0.31228106052620364
48/8,0.3770102133026547
49/1,0.38521099017792715
49/2,0.21110755198230946
49/5,0.4815652442698347
49/7,0.8122350430284501
49/8,0.17058521580120023
50/2,0.7334173037502779
50/3,0.08853855045911307
50/5,0.09549705325329905
50/6,0.049403865126868896
50/8,0.9434317469495744
51/4,0.6876446440035582
51/5,0.19680724497890745
51/6,0.51598157103414
51/8,0.5925476316395117
51/9,0.7149655550394174
52/0,0.9523837310983693
52/1,0.8700953387619964
52/2,0.6286548573533901
52/4,0.12796473404100106
52/5,0.5285844712130516
53/0,0.030066205312616612
53/2,0.938228969653136
53/5,0.6404704221973654
53/6,0.06334628088780092
53/9,0.9402542590491665
54/0,0.06001703121487789
54/1,0.2084411583560597
54/4,0.31049287898095146
54/5,0.5488885062180721
54/9,0.4039747025829846
55/1,0.6282233319768343
55/3,0.4740914011500046
55/5,0.5752308858667587
55/6,0.8036863690015401
55/8,0.6179036455755336
56/0,0.9677539329172816
56/1,0.32621947146285535
56/2,0.42505064791841063
56/7,0.42034695173246783
56/9,0.9092823127142314
57/0,0.9701540581694194
57/1,0.10364386916609414
57/4,0.3588250137357848
57/6,0.5859642153011504
57/9,0.1062461135282533
58/0,0.5237427294247868
58/1,0.8363110092616926
58/4,0.3657770643808531
58/6,0.23762571869502036
58/8,0.05898658124883149
59/0,0.5131166669210186
59/2,0.6583206547461813
59/6,0.651928645722459
59/8,0.8932710814677468
59/9,0.3861169157234471
60/4,0.1849266366602197
60/5,0.8428308946540238
60/7,0.5822167788255287
60/8,0.9671266103598235
60/9,0.7229030057339341
61/1,0.3715906486547932
61/4,0.6099513078646446
61/5,0.7294707788670842
61/7,0.7354069051880158
61/8,0.2649632988155588
62/0,0.299934830775059
62/3,0.6772281290957275
62/5,0.3699739585171632
62/6,0.44761485784089505
62/7,0.18099148898625383
63/0,0.5830009744879272
63/1,0.8948374062498268
63/2,0.2475104645461862
63/3,0.86814197524852
63/4,0.4033918201493669
64/0,0.12793358533617027
64/1,0.3452060630274091
64/7,0.05421197121961452
64/8,0.04429575706814093
64/9,0.9866180480945431
65/0,0.203834502292067
65/2,0.5817140658867039
65/3,0.16591510419438738
65/8,0.05066579883315159
65/9,0.7894832737719486
66/1,0.16372565517412097
66/3,0.5034716049313971
66/6,0.5140644025846743
66/8,0.9575349487523656
66/9,0.35036993908816283
67/0,0.2417438859854626
67/2,0.3807100673445887
67/4,0.833052807953227
67/5,0.44693525011073654
67/9,0.15448105796673273
68/2,0.41753892868756803
68/3,0.6483927813566228
68/4,0.9597594808498447
68/7,0.4591896712203981
68/8,0.6458433508223245
69/1,0.2762306524384529
69/4,0.011462870686535176
69/5,0.7780692988291341
69/7,0.983048508669846
69/9,0.9245589646246745
70/0,0.13235874702727113
70/1,0.26508685896287987
70/2,0.1421589750571951
70/3,0.9352536826846058
70/6,0.2859117403310987
71/0,0.28692575913310125
71/3,0.8521743064693448
71/4,0.43945865404194095
71/5,0.8220551163605766
71/6,0.6042487238266322
72/0,0.42933475985567227
72/1,0.2765048505090777
72/4,0.05582155618762874
72/7,0.7247575847933309
72/8,0.4138684213949019
73/0,0.44228134071684944
73/1,0.8264844037158324
73/3,0.65266906641841
73/5,0.7254101497241872
73/6,0.1448863663651243
73/7,0.14750479618328027
73/8,0.06223071604159891
73/9,0.5664711547538602
74/0,0.04397986967626144
74/1,0.4947613005601069
74/2,0.5045873423188774
74/3,0.38960157969286724
74/4,0.666411858257331
74/6,0.9221757384791899
74/7,0.18621259117495004
74/8,0.9557687588036722
75/0,0.9978654931839688
75/1,0.7652667030105524
75/2,0.017582811404066367
75/3,0.8675070014378646
75/4,0.3713589752392109
76/1,0.8528124738747551
76/2,0.9970733135298343
76/3,0.5876649737496585
76/4,0.28724277649214025
76/5,0.22954944712300518
76/8,0.02884586895833785
76/9,0.9806818256674857
77/0,0.7249754399472447
77/1,0.16941749907911652
77/4,0.6018423497735096
77/6,0.8605484984530867
77/8,0.6639322424191383
78/0,0.14547778071642115
78/2,0.666933178819629
78/7,0.9021197906097543
78/8,0.9018941831394891
78/9,0.7956422478347068
79/1,0.7568038017959405
79/2,0.6777464175059672
79/5,0.7317648487833555
79/6,0.9059895635172822
79/7,0.03360227892072987
80/0,0.6134123884722033
80/1,0.2611601202703079
80/4,0.6248417339039645
80/8,0.4055566561442959
80/9,0.8400857879648724
81/1,0.8303860743943297
81/2,0.11616705797726712
81/4,0.6013857398869303
81/5,0.6451490678746069
81/6,0.32011728677690887
82/0,0.9172531847440133
82/3,0.3844098159767618
82/4,0.2056735453220001
82/5,0.523872313764404
82/8,0.36030729275596163
83/3,0.5757238789259643
83/6,0.06576163700142257
83/7,0.6376018569530713
83/8,0.7791974679833055
83/9,0.6653979877309638
84/5,0.1642177867710023
84/6,0.8189786391613786
84/7,0.31445976406222187
84/8,0.5304549930612699
84/9,0.042674068344621285
85/0,0.41239363508592974
85/2,0.19383099433991013
85/3,0.38693500168163397
85/4,0.29700974473090713
85/5,0.3494515571303589
85/6,0.7338900250565191
85/7,0.8783952870081674
85/8,0.6483337934620681
85/9,0.21232412875303508
86/0,0.6021281251294759
86/1,0.6604016273118639
86/4,0.17693034534836538
86/7,0.5114836168184781
86/9,0.20452042176250462
87/1,0.23924136839372
87/2,0.6962110840935869
87/7,0.6115377519122642
87/8,0.8759189664112534
87/9,0.39298158617805556
88/0,0.43872533658588486
88/1,0.40858200267999234
88/5,0.2424373042179654
88/6,0.19247958278263966
88/9,0.010654387220655925
89/1,0.38320956013932395
89/5,0.1892102508298471
89/6,0.2893073761122008
89/7,0.3993220573409896
89/8,0.9453162175960286
90/0,0.5346197463399037
90/1,0.5403356169533389
90/7,0.3350579665749098
90/8,0.7093296022637785
90/9,0.50270597045456
91/0,0.3931244509366004
91/1,0.81289075143084
91/2,0.9041754757195987
91/3,0.6903901802485648
91/4,0.9275036470059259
92/1,0.038826998443733496
92/2,0.7449213403787524
92/3,0.18565948656834552
92/4,0.9221853691728201
92/5,0.07564268326811807
93/0,0.5764980076195025
93/2,0.6449447263031017
93/3,0.24360579949204497
93/4,0.037530289351437096
93/5,0.6375122986738873
93/6,0.4874428517409485
93/8,0.8535788128574697
93/9,0.6808795814489312
94/0,0.42241111261905906
94/1,0.6020654040429295
94/3,0.2566344948218843
94/6,0.5161608068293021
94/9,0.23548382514233168
95/0,0.2042722930280333
95/2,0.4902331790387644
95/4,0.5451268206083765
95/5,0.18746974013416462
95/8,0.39059826386419116
96/0,0.6319462161749486
96/1,0.1892991417967549
96/2,0.5011202030110896
96/4,0.2362498005941308
96/5,0.3535164638153129
96/6,0.8602337392005635
96/8,0.8910356633827231
96/9,0.2735279434414194
97/0,0.8524328602935759
97/2,0.708493659904799
97/3,0.5507859341797573
97/4,0.41655355607813294
97/5,0.8294256864200509
97/6,0.17876865754437177
97/7,0.14331680830947935
97/9,0.131681225113488
98/1,0.03576199116072487
98/3,0.42403409659634916
98/6,0.11487726853794777
98/7,0.5934809777619352
98/9,0.5608314277176175
99/3,0.3419464676644358
99/4,0.7501528973208215
99/5,0.07392130188040968
99/6,0.6322633941960265
99/7,0.17709146332783776
100/0,0.12655103758626063
100/4,0.9592704935985035
100/6,0.11746194360455597
100/7,0.03704141028580721
100/9,0.9379793997364273
101/3,0.044575531504777
101/4,0.2011638387114546
101/5,0.5069878004270001
101/6,0.13202212952834025
101/8,0.43522991909879494
102/0,0.8318203192245607
102/1,0.8182222535438994
102/5,0.18595948613028668
102/6,0.7599244285539045
102/7,0.6957700898580336
103/4,0.8690361548834757
103/6,0.24018341667801435
103/7,0.9035719546221319
103/8,0.7111645591992698
103/9,0.6473238900410794
104/1,0.7068478566508147
104/2,0.31715928455642517
104/4,0.46636465621332335
104/6,0.34788335023746775
104/9,0.5510991886143353
105/0,0.03124627222235843
105/2,0.5794659733488757
105/3,0.11988457163639277
105/5,0.5382637045470214
105/9,0.7175211578043547
106/0,0.14444632459546736
106/1,0.9814352525774812
106/5,0.6704620072656525
106/8,0.1697244501652413
106/9,0.04701855297408675
107/0,0.3252298237517859
107/1,0.2924784900481283
107/3,0.25633266647680175
107/7,0.44971530242222835
107/8,0.5760820287426899
108/1,0.4673647232135182
108/2,0.43138053798257625
108/7,0.12772244750364237
108/8,0.45347743378048455
108/9,0.4758190735139811
109/0,0.46769763756760296
109/2,0.8672191887695949
109/3,0.10765710489244895
109/4,0.3509355968240334
109/9,0.5623324096487742
110/2,0.14031813938629933
110/5,0.24760889048132417
110/6,0.9359888796575347
110/7,0.16801810363673075
110/8,0.33640519737392927
111/0,0.09873910281445564
111/3,0.16930045408622085
111/4,0.7713981279166012
111/5,0.8870886501663606
111/8,0.5127030185506819
112/0,0.9294187704203265
112/1,0.9688427311866391
112/2,0.03266374308146902
112/3,0.24023130904244627
112/4,0.07490279649088438
112/5,0.6674085133969675
112/6,0.5684958309101111
112/7,0.029622646571918265
112/8,0.14264968081096507
113/0,0.2617270248411284
113/1,0.09254494131709845
113/2,0.04400160806909148
113/4,0.7104399550299993
113/5,0.5684710373614479
113/6,0.8736701578228568
113/7,0.05574028768419048
113/8,0.08984941537671942
113/9,0.9845741723161214
114/0,0.4352927487560324
114/1,0.8742630533183458
114/2,0.6106520173679645
114/3,0.9508096967156368
114/9,0.5982720671051315
115/0,0.3792677068708843
115/1,0.5968525693962362
115/2,0.1794840249013463
115/3,0.500910931955836
115/5,0.6022456808310024
116/0,0.9154009853611675
116/3,0.4786866742529071
116/4,0.16755771134843245
116/5,0.833249025229884
116/6,0.8048173120195062
117/3,0.18508914988528036
117/4,0.20224590832758305
117/5,0.7641318842950983
117/6,0.9915981749248487
117/8,0.11241753652475739
118/0,0.7422544512483886
118/1,0.014313005068460893
118/2,0.6478548073667589
118/4,0.40761752601278123
118/5,0.30689824260452436
118/6,0.8861003825851778
118/7,0.42675485884934894
118/8,0.3940115320956121
118/9,0.22014968493682874
119/0,0.44184303286140625
119/4,0.42364621105042644
119/5,0.6491878209448814
119/6,0.019479310761334134
119/7,0.11268580569011255
120/0,0.414463018813615
120/1,0.6499807282824125
120/5,0.8749099885985516
120/7,0.5625477464665444
120/9,0.7930230654453252
121/0,0.4082788282503721
121/1,0.8948987089478712
121/2,0.3894306395077156
121/7,0.021727833903265714
121/9,0.15003306439445763
122/1,0.41947337809888596
122/2,0.2484946914441042
122/3,0.679199543550364
122/4,0.2228088082635672
122/5,0.8934631778378366
122/6,0.13309468750890596
122/7,0.8311174021262886
122/8,0.06548515276645328
122/9,0.7028361437209781
123/0,0.7231715257102341
123/2,0.28456176562976176
123/3,0.13350661437130762
123/5,0.782858008626433
123/8,0.24783940658460402
124/0,0.9829924351963386
124/3,0.3964460010238826
124/5,0.30253301957600554
124/6,0.6946826560707512
124/8,0.11319163758465633
125/0,0.33636873032567605
125/5,0.15951072667234356
125/7,0.032028943264649334
125/8,0.6728971337291696
125/9,0.38961839960982125
126/0,0.43230930100569764
126/2,0.875319249796169
126/3,0.8720104082099882
126/7,0.5469110902045738
126/8,0.6628842086902148
127/1,0.7066270222952502
127/2,0.22148677570631226
127/4,0.09381217108509354
127/5,0.7171630214111105
127/7,0.9495560466929884
128/1,0.3670563491099589
128/6,0.9629168924735856
128/7,0.7890755633669463
128/8,0.5413721834379762
128/9,0.804065004802644
129/0,0.5502082620837724
129/1,0.14387470451183826
129/3,0.18228576702679977
129/7,0.44060890834125843
129/8,0.6203410698002132
130/0,0.20711951962310704
130/1,0.2546143404250478
130/3,0.6759236676680502
130/4,0.5033046758677461
130/5,0.03933237563008407
130/6,0.3205547993486252
130/7,0.25937481398453266
130/8,0.33581750513271724
130/9,0.9814407920007374
131/0,0.8359866212569208
131/1,0.48634547103681314
131/2,0.8710486903847175
131/3,0.656630972228126
131/6,0.6915079313465246
132/5,0.8411431341811894
132/6,0.19057548781309197
132/7,0.05109021759976673
132/8,0.37632864454401527
132/9,0.8931631802294382
133/0,0.5054065131299693
133/2,0.9843641733407849
133/4,0.9719091195053552
133/5,0.38776216680893605
133/8,0.7774633629020566
134/0,0.6988184534099245
134/1,0.38943492046118855
134/2,0.35208466925091353
134/7,0.1034729536500385
134/8,0.1850050209500823
135/0,0.8202065637597052
135/2,0.4883486386827919
135/3,0.34089914327917925
135/4,0.7710248865045541
135/9,0.7293292249267338
136/1,0.8821760197863147
136/3,0.06620524810673789
136/5,0.9029549835448448
136/6,0.2687676105228535
136/9,0.6203013606907787
137/0,0.13024756504142943
137/2,0.9109394731248395
137/5,0.2311346841829819
137/8,0.8757126416215547
137/9,0.14455271815936743
138/3,0.5674511794722809
138/5,0.745215170289283
138/7,0.7694370012877395
138/8,0.12845526191338374
138/9,0.1587484294244802
139/0,0.3620569440465482
139/2,0.22197817057367142
139/5,0.37057942934090016
139/6,0.6294361463218674
139/8,0.9947554441981273
140/0,0.6441905044580161
140/2,0.16214582450592985
140/3,0.01647867586455265
140/4,0.4030027898497267
140/5,0.7745138008436175
141/0,0.028966283076437116
141/1,0.6713743890719773
141/6,0.6734536165795453
141/8,0.3352634305434171
141/9,0.9972186558823796
142/3,0.7441102545404736
142/4,0.047519037852290835
142/5,0.630681734755668
142/7,0.654889855576351
142/8,0.8914391246997324
143/4,0.3107401242528278
143/5,0.7458927658922337
143/6,0.9870066924061385
143/7,0.5041394091299474
143/8,0.6688318891868502
144/3,0.668156080817744
144/4,0.15936325509112625
144/5,0.8061289165130153
144/8,0.2212297601702472
144/9,0.5640421182854514
145/0,0.9924263661673155
145/2,0.4342362720963834
145/3,0.6234298412149493
145/4,0.9475038300224952
145/5,0.7868903073636608
146/1,0.7085547908278348
146/2,0.4339702794408088
146/3,0.44572036270128157
146/6,0.49855342393619706
146/7,0.7607570575072156
147/1,0.27350301901926166
147/4,0.8529226575072503
147/7,0.8802745596995928
147/8,0.5505261305626954
147/9,0.5737970943495018
148/1,0.749659472810071
148/3,0.8432769692947653
148/4,0.903677858787781
148/7,0.9884819538582595
148/9,0.8843109731246949
149/2,0.4276395837362512
149/5,0.3978557605710349
149/6,0.3108110050844598
149/7,0.8045935174727936
149/9,0.8644162426655797
150/1,0.8275055567222424
150/4,0.6749832683933222
150/6,0.47095189054758313
150/7,0.7012864223570309
150/9,0.9866825847457559
151/0,0.8597236298029372
151/1,0.2780380437809915
151/7,0.4497541505695749
151/8,0.0806520776246783
151/9,0.9206463522858959
152/1,0.25628748591489703
152/2,0.76827228042207
152/4,0.5214689449118401
152/5,0.4113184680030634
152/8,0.08375808993248957
153/0,0.7764004734083217
153/2,0.0015329228482482415
153/4,0.37262300609022536
153/7,0.043440404078670114
153/8,0.6898324881910927
154/2,0.7863518195728411
154/5,0.15764795188470326
154/7,0.3692617198402415
154/8,0.22939078602898333
154/9,0.4747012457474151
155/1,0.30046318521471493
155/2,0.10104274724464613
155/3,0.5214435402576654
155/6,0.8657669385179282
155/8,0.4653246667059656
156/0,0.6228674334672705
156/1,0.247035946982741
156/4,0.3795724735236524
156/6,0.8137783347502837
156/7,0.6350075327167611
157/0,0.0398363723482108
157/6,0.318056450483129
157/7,0.504909261022804
157/8,0.28064797750939174
157/9,0.8222782317248225
158/2,0.9329515835247405
158/3,0.6365311662878849
158/5,0.38089235312001957
158/8,0.25949966196878493
158/9,0.7616425305461051
159/0,0.21080327662226728
159/3,0.48463189189477796
159/4,0.9175086677160166
159/5,0.844658595777752
159/6,0.26934577647588775
160/2,0.1653885944154213
160/4,0.36586310063642813
160/5,0.6927338357396899
160/7,0.24383176643206028
160/8,0.36370607406384126
161/1,0.8913731908450397
161/2,0.9312906397075217
161/3,0.3032384972149027
161/4,0.13328477499487335
161/9,0.28227375026742374
162/3,0.6502283662551349
162/4,0.28014319222684336
162/5,0.6247732189103256
162/6,0.03676565499745521
162/8,0.8549971946193616
163/0,0.8442298096067468
163/1,0.9201691333529355
163/2,0.9488868894230226
163/8,0.529614856289067
163/9,0.8308844247515983
164/1,0.6093967169758895
164/2,0.8969161525797248
164/4,0.6241519104728077
164/5,0.4878525408755878
164/9,0.9966549475802796
165/1,0.413116537594275
165/2,0.634973703364313
165/5,0.8801354165310971
165/6,0.3909419387178925
165/7,0.10626955724076004
166/0,0.8089918522921783
166/4,0.9443566738051926
166/6,0.8140916755973397
166/8,0.7888158689318964
166/9,0.5997139171635983
167/1,0.46148303100613186
167/5,0.1966174929573593
167/6,0.3032449703220068
167/7,0.14956402483969178
167/8,0.019536252707621493
168/0,0.9406599808229255
168/2,0.5665132516155755
168/5,0.8143963788688547
168/8,0.3997599195281898
168/9,0.618433408962435
169/0,0.5218424707766693
169/5,0.6051392956330627
169/6,0.27551553751613045
169/8,0.1078408852233309
169/9,0.9312765694003569
170/1,0.6815014292778074
170/2,0.12562399539482139
170/6,0.14641753120974355
170/7,0.11413648700167611
170/9,0.14344825250197446
171/0,0.1335227725086543
171/2,0.7617834148592939
171/3,0.07064760365382206
171/8,0.47610750022357484
171/9,0.6693370456492762
172/0,0.8097228600210987
172/2,0.5563596880683422
172/4,0.9882069541704768
172/8,0.4754207801465298
172/9,0.5691708092586323
173/0,0.34901816707524114
173/3,0.5194228117503994
173/4,0.9917172862688105
173/5,0.32000466272378547
173/7,0.09539930335330493
174/2,0.9709094691673127
174/5,0.18907661503511197
174/6,0.3373581130877309
174/8,0.5060459183713734
174/9,0.8123092301864588
175/1,0.42603301302362107
175/3,0.6236338281675173
175/5,0.8232480841801463
175/8,0.9766445681569628
175/9,0.11531211648587703
